Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,6,15,11:20,UTC,,1016.5,,75,,,16.9,12.4,1110,280,7.3,6
2020,6,15,11:30,UTC,,1016.4,,75,,,17,12.5,1550,274,7.8,6.5
2020,6,15,11:40,UTC,,1016.3,,77,,,17.5,13.3,1670,273,7.8,6.4
2020,6,15,11:50,UTC,,1016.3,,71,,,17.4,12.2,700,278,8.2,6.6
2020,6,15,12:00,UTC,,1016.2,,72,,,17.1,12,380,278,8.1,7.3
2020,6,15,12:10,UTC,,1016.3,,70,,,17.1,11.7,130,277,9.3,7.7
2020,6,15,12:20,UTC,,1016.4,,70,,,17.3,11.7,110,271,8.6,6.9
2020,6,15,12:30,UTC,,1016.4,,71,,,17.6,12.2,120,273,6.9,5.9
2020,6,15,12:40,UTC,,1016.4,,71,,,17.7,12.3,140,269,7.1,6.2
2020,6,15,12:50,UTC,,1016.2,,69,,,17.8,12,300,261,6.8,5.9
2020,6,15,13:00,UTC,,1016.1,,69,,,17.7,11.9,440,256,6.3,5.3
2020,6,15,13:10,UTC,,1016.1,,71,,,17.7,12.4,450,260,5.8,4.8
2020,6,15,13:20,UTC,,1016.1,,71,,,17.7,12.4,340,266,4.9,4
2020,6,15,13:30,UTC,,1016.1,,73,,,17.6,12.7,370,265,4.7,4.1
2020,6,15,13:40,UTC,,1016.1,,72,,,17.5,12.4,1860,256,5.1,4.2
2020,6,15,13:50,UTC,,1016.1,,72,,,17.7,12.5,4570,253,4.2,3.5
2020,6,15,14:00,UTC,,1016.1,,72,,,17.6,12.4,2050,271,3.5,3
2020,6,15,14:10,UTC,,1016.1,,74,,,17.6,13,1390,281,3.8,3
2020,6,15,14:20,UTC,,1016,,75,,,18,13.6,1470,276,3.9,3.1
2020,6,15,14:30,UTC,,1015.9,,74,,,18.2,13.4,1280,276,3.7,3
2020,6,15,14:40,UTC,,1015.8,,73,,,17.8,12.9,1270,282,4,3.3
2020,6,15,14:50,UTC,,1015.8,,73,,,18.2,13.2,1390,280,3.8,3
2020,6,15,15:00,UTC,,1015.8,,74,,,18.2,13.5,1090,289,3.6,2.6
2020,6,15,15:10,UTC,,1015.7,,72,,,18.4,13.3,1150,286,3.7,3
2020,6,15,15:20,UTC,,1015.7,,71,,,18.3,12.9,1230,287,3.6,3.1
2020,6,15,15:30,UTC,,1015.6,,73,,,18.2,13.2,1560,288,3,2.4
2020,6,15,15:40,UTC,,1015.5,,73,,,18.3,13.4,1700,284,3.1,2.6
2020,6,15,15:50,UTC,,1015.3,,74,,,18.1,13.4,1360,298,3.3,2.8
2020,6,15,16:00,UTC,,1015.3,,74,,,18,13.4,1210,308,3.5,3
2020,6,15,16:10,UTC,,1015.3,,78,,,18.1,14.2,2140,301,2.6,2.2
2020,6,15,16:20,UTC,,1015.5,,81,,,17.8,14.6,2030,310,3.4,2.9
2020,6,15,16:30,UTC,,1015.3,,72,,,18.7,13.5,3460,276,3.5,2.8
2020,6,15,16:40,UTC,,1015.3,,72,,,18.6,13.4,15240,258,2.9,2.5
2020,6,15,16:50,UTC,,1015.3,,73,,,18.2,13.3,23990,244,3,2.5
2020,6,15,17:00,UTC,,1015.4,,76,,,18.4,14,13580,262,3.3,2.5
2020,6,15,17:10,UTC,,1015.4,,77,,,18.4,14.2,5110,269,4.4,3
2020,6,15,17:20,UTC,,1015.4,,77,,,18.1,14.1,2250,277,5.3,4.2
2020,6,15,17:30,UTC,,1015.5,,77,,,17.9,13.9,3090,274,4,3.2
2020,6,15,17:40,UTC,,1015.5,,76,,,17.8,13.6,12570,271,3.7,2.7
2020,6,15,17:50,UTC,,1015.5,,82,,,17.5,14.3,4630,289,3.6,3.1
2020,6,15,18:00,UTC,,1015.7,,83,,,17.3,14.3,2950,293,4.2,3.4
2020,6,15,18:10,UTC,,1015.8,,81,,,17.3,14,3840,276,5,4.2
2020,6,15,18:20,UTC,,1015.8,,81,,,17.4,14.1,6340,275,5,4.3
2020,6,15,18:30,UTC,,1015.9,,74,,,17.2,12.6,850,285,5,4.2
2020,6,15,18:40,UTC,,1015.9,,78,,,17.2,13.3,1300,297,4.6,4
2020,6,15,18:50,UTC,,1016.1,,79,,,17.4,13.6,47530,296,4.6,3.9
2020,6,15,19:00,UTC,,1016,,78,,,17.2,13.3,47960,295,4,3.5
2020,6,15,19:10,UTC,,1016,,74,,,17.1,12.4,22070,272,3.9,3.1
2020,6,15,19:20,UTC,,1016.1,,74,,,17.1,12.5,30130,269,3,2.4
2020,6,15,19:30,UTC,,1016.2,,74,,,16.9,12.1,25520,276,3.7,2.8
2020,6,15,19:40,UTC,,1016.2,,74,,,16.7,12.1,19190,273,4.6,3.8
2020,6,15,19:50,UTC,,1016.2,,77,,,16.6,12.5,16580,270,4.8,4
2020,6,15,20:00,UTC,,1016.3,,79,,,16.3,12.8,13540,259,4.3,3.8
2020,6,15,20:10,UTC,,1016.4,,81,,,16.2,13,20130,268,4.4,3.7
2020,6,15,20:20,UTC,,1016.5,,81,,,16.1,12.9,31680,279,3.9,3.3
2020,6,15,20:30,UTC,,1016.4,,82,,,16.3,13.2,40370,294,4.1,3.3
2020,6,15,20:40,UTC,,1016.4,,80,,,16.4,12.9,50000,307,4.9,3.7
2020,6,15,20:50,UTC,,1016.3,,76,,,16.6,12.3,50000,315,5,4.3
2020,6,15,21:00,UTC,,1016.4,,79,,,16.2,12.6,48800,323,5.7,4.7
2020,6,15,21:10,UTC,,1016.4,,78,,,16,12.3,50000,333,5.6,4.9
2020,6,15,21:20,UTC,,1016.5,,81,,,15.8,12.5,50000,338,5.7,4.8
2020,6,15,21:30,UTC,,1016.5,,82,,,15.7,12.7,50000,339,5.1,4.2
2020,6,15,21:40,UTC,,1016.4,,83,,,15.7,12.8,50000,338,4.6,3.8
2020,6,15,21:50,UTC,,1016.5,,84,,,15.7,13,50000,337,4.8,3.8
2020,6,15,22:00,UTC,,1016.4,,86,,,15.7,13.3,45750,341,6.3,4.3
2020,6,15,22:10,UTC,,1016.5,,87,,,15.8,13.6,50000,345,5.7,4.6
2020,6,15,22:20,UTC,,1016.5,,86,,,15.7,13.3,50000,360,5.6,4.6
2020,6,15,22:30,UTC,,1016.5,,87,,,15.4,13.3,50000,7,6,5.1
2020,6,15,22:40,UTC,,1016.6,,87,,,15.5,13.4,50000,6,6.7,5.5
2020,6,15,22:50,UTC,,1016.7,,84,,,15.3,12.6,50000,14,5.8,4.8
2020,6,15,23:00,UTC,,1016.8,,85,,,15.2,12.6,50000,15,6,5.2
2020,6,15,23:10,UTC,,1017,,86,,,15.2,12.8,50000,13,6.1,5.1
2020,6,15,23:20,UTC,,1017.1,,86,,,14.9,12.6,50000,12,6.6,5.3
2020,6,15,23:30,UTC,,1017.2,,85,,,14.8,12.4,50000,10,7.3,5.9
2020,6,15,23:40,UTC,,1017.3,,85,,,14.6,12.2,50000,12,7.1,5.5
2020,6,15,23:50,UTC,,1017.4,,86,,,14.5,12.3,50000,15,6.8,5.5
2020,6,16,00:00,UTC,,1017.5,,87,,,14.4,12.3,50000,16,7.1,5.6
2020,6,16,00:10,UTC,,1017.5,,86,,,14.3,11.9,50000,17,7,5.6
2020,6,16,00:20,UTC,,1017.6,,87,,,14.2,12.1,50000,16,6.9,4.8
2020,6,16,00:30,UTC,,1017.6,,89,,,14.3,12.4,50000,14,6.2,5.3
2020,6,16,00:40,UTC,,1017.6,,87,,,14,11.9,50000,14,6.3,5.3
2020,6,16,00:50,UTC,,1017.7,,91,,,14,12.5,50000,16,6.4,5.1
2020,6,16,01:00,UTC,,1017.7,,89,,,13.9,12.2,50000,13,6.2,5.1
2020,6,16,01:10,UTC,,1017.8,,90,,,13.7,12,50000,19,6.5,4.9
2020,6,16,01:20,UTC,,1018,,89,,,13.7,12,50000,11,6,5
2020,6,16,01:30,UTC,,1018.2,,90,,,13.7,12.2,46730,8,6,4.7
2020,6,16,01:40,UTC,,1018.3,,89,,,13.4,11.6,50000,3,8,6.4
2020,6,16,01:50,UTC,,1018.4,,86,,,13.2,10.9,49980,15,7.7,6.2
2020,6,16,02:00,UTC,,1018.5,,85,,,13.2,10.8,46430,14,6.6,5.4
2020,6,16,02:10,UTC,,1018.5,,84,,,13.3,10.7,49060,16,6.2,5
2020,6,16,02:20,UTC,,1018.6,,83,,,13.2,10.5,50000,21,6.3,4.8
2020,6,16,02:30,UTC,,1018.7,,80,,,13.1,9.8,50000,20,7.3,4.9
2020,6,16,02:40,UTC,,1018.8,,79,,,13.1,9.6,47520,31,6.6,4
2020,6,16,02:50,UTC,,1018.9,,79,,,13,9.4,50000,32,6.5,3.9
2020,6,16,03:00,UTC,,1019,,79,,,13.3,9.6,48250,35,5.6,3.5
2020,6,16,03:10,UTC,,1019,,76,,,13.2,9.1,48200,32,5.1,3
2020,6,16,03:20,UTC,,1019.1,,76,,,13.4,9.3,46090,28,5.1,3.6
2020,6,16,03:30,UTC,,1019.2,,76,,,13.6,9.5,47860,27,4.3,3.4
2020,6,16,03:40,UTC,,1019.4,,73,,,13.7,8.9,49210,32,4.2,2.8
2020,6,16,03:50,UTC,,1019.5,,74,,,13.9,9.3,41400,28,3.6,2.4
2020,6,16,04:00,UTC,,1019.6,,70,,,14,8.6,48980,33,3.6,2.5
2020,6,16,04:10,UTC,,1019.7,,67,,,14.2,8.1,39860,31,3.7,2.4
2020,6,16,04:20,UTC,,1019.7,,65,,,14.5,8.1,50000,45,3.7,2.3
2020,6,16,04:30,UTC,,1019.7,,66,,,14.5,8.2,39230,23,3.5,2.4
2020,6,16,04:40,UTC,,1019.8,,67,,,14.6,8.5,48280,26,3.4,2.3
2020,6,16,04:50,UTC,,1019.9,,64,,,14.6,8,50000,13,4.2,2.8
2020,6,16,05:00,UTC,,1019.9,,64,,,14.8,8,46160,12,4.1,3.2
2020,6,16,05:10,UTC,,1019.9,,64,,,14.9,8.1,47290,5,4.5,3.7
2020,6,16,05:20,UTC,,1020,,64,,,14.9,8.2,48550,360,4.8,3.4
2020,6,16,05:30,UTC,,1020.1,,63,,,15,8.1,45000,358,4.3,3
2020,6,16,05:40,UTC,,1020,,60,,,15.4,7.7,50000,12,6.8,4.1
2020,6,16,05:50,UTC,,1020.1,,57,,,15.5,6.9,48650,19,5.4,3.6
2020,6,16,06:00,UTC,,1020,,59,,,15.8,7.7,47030,12,5.7,4.1
2020,6,16,06:10,UTC,,1020,,58,,,15.9,7.5,50000,6,6.7,4.6
2020,6,16,06:20,UTC,,1020.2,,59,,,16.1,8.1,39270,12,6.6,4.6
2020,6,16,06:30,UTC,,1020.2,,55,,,16.1,7,50000,23,6.4,4.8
2020,6,16,06:40,UTC,,1020.3,,53,,,16.2,6.5,39140,16,5,3.4
2020,6,16,06:50,UTC,,1020.3,,53,,,16.3,6.7,46550,3,6.3,3.9
2020,6,16,07:00,UTC,,1020.3,,56,,,16.5,7.6,49610,356,5.7,4.7
2020,6,16,07:10,UTC,,1020.3,,52,,,16.5,6.5,46170,7,6.2,4.7
2020,6,16,07:20,UTC,,1020.3,,52,,,16.7,6.8,41300,4,7.3,5.5
2020,6,16,07:30,UTC,,1020.3,,51,,,16.8,6.5,46030,8,6.7,5.4
2020,6,16,07:40,UTC,,1020.4,,54,,,16.8,7.5,50000,6,6.6,4.2
2020,6,16,07:50,UTC,,1020.5,,49,,,16.9,6.2,42250,6,7.3,5.2
2020,6,16,08:00,UTC,,1020.6,,51,,,16.9,6.6,43280,4,6.5,5.3
2020,6,16,08:10,UTC,,1020.6,,52,,,17,7.1,43710,356,5.8,4.7
2020,6,16,08:20,UTC,,1020.6,,50,,,17.1,6.5,44870,359,6.7,5.4
2020,6,16,08:30,UTC,,1020.6,,71,,,15.9,10.6,47010,331,9.8,6.6
2020,6,16,08:40,UTC,,1020.6,,54,,,17.4,8,46590,344,7.6,5.7
2020,6,16,08:50,UTC,,1020.5,,65,,,16.4,9.9,50000,338,9.2,5.9
2020,6,16,09:00,UTC,,1020.6,,63,,,16.3,9.2,49140,326,10,7.5
2020,6,16,09:10,UTC,,1020.6,,61,,,16.9,9.4,46000,326,9.6,7.7
2020,6,16,09:20,UTC,,1020.4,,68,,,16,10,44940,324,10.8,8.4
2020,6,16,09:30,UTC,,1020.4,,71,,,16.2,11,50000,320,9.7,8.3
2020,6,16,09:40,UTC,,1020.4,,69,,,16.4,10.7,36130,320,9.6,8.2
2020,6,16,09:50,UTC,,1020.3,,67,,,16.4,10.4,49420,319,11.2,8.4
2020,6,16,10:00,UTC,,1020.3,,68,,,16.5,10.7,49120,322,9.6,8
2020,6,16,10:10,UTC,,1020.4,,67,,,16.7,10.5,47850,319,9.7,8
2020,6,16,10:20,UTC,,1020.3,,68,,,16.7,10.8,44190,322,9.6,8
2020,6,16,10:30,UTC,,1020.3,,66,,,16.7,10.3,44800,322,10.1,8.7
2020,6,16,10:40,UTC,,1020.2,,66,,,16.5,10.2,44160,324,10.6,9
2020,6,16,10:50,UTC,,1020.2,,68,,,16.4,10.4,42220,320,10.6,8.8
2020,6,16,11:00,UTC,,1020.3,,65,,,16.5,9.9,50000,323,11,9.4
2020,6,16,11:10,UTC,,1020.2,,67,,,16.7,10.6,50000,322,10.8,9.3
2020,6,16,11:20,UTC,,1020.1,,66,,,16.5,10.1,45000,324,10.8,9.7
2020,6,16,11:30,UTC,,1020.1,,67,,,16.6,10.5,49430,325,11.1,9.6
2020,6,16,11:40,UTC,,1020.1,,67,,,16.7,10.6,50000,326,11.1,9.4
2020,6,16,11:50,UTC,,1020.1,,65,,,16.8,10.1,44390,322,11.4,9.8
2020,6,16,12:00,UTC,,1020.1,,66,,,16.7,10.3,50000,325,11.6,10.1
2020,6,16,12:10,UTC,,1020.1,,66,,,16.7,10.3,45790,326,11.4,10
2020,6,16,12:20,UTC,,1020.1,,66,,,16.7,10.3,47240,324,10.4,9.1
2020,6,16,12:30,UTC,,1020,,64,,,16.8,10,45630,324,11.2,9.9
2020,6,16,12:40,UTC,,1020,,62,,,16.7,9.3,44120,325,11.6,9.9
2020,6,16,12:50,UTC,,1019.9,,64,,,16.8,10.1,35350,327,11.9,10.1
2020,6,16,13:00,UTC,,1019.8,,63,,,16.9,9.8,42060,331,11.7,10.4
2020,6,16,13:10,UTC,,1019.9,,63,,,17,9.9,43800,329,11.4,10.1
2020,6,16,13:20,UTC,,1019.9,,64,,,16.9,10.1,45640,326,11.1,9.5
2020,6,16,13:30,UTC,,1019.7,,61,,,17,9.4,48460,327,11,9.6
2020,6,16,13:40,UTC,,1019.8,,64,,,17,10.3,43310,328,11.3,9.5
2020,6,16,13:50,UTC,,1019.9,,67,,,17.1,11,50000,327,10.5,9.2
2020,6,16,14:00,UTC,,1019.8,,65,,,17.1,10.6,50000,327,10.3,9.1
2020,6,16,14:10,UTC,,1019.7,,68,,,17,10.9,50000,325,10.9,9.7
2020,6,16,14:20,UTC,,1019.8,,70,,,17.1,11.6,45540,326,10.4,9.1
2020,6,16,14:30,UTC,,1019.8,,71,,,17.2,11.9,42170,326,10.5,9.2
2020,6,16,14:40,UTC,,1019.7,,69,,,17.4,11.8,45190,328,10.3,8.8
2020,6,16,14:50,UTC,,1019.6,,63,,,17.7,10.5,50000,333,10.1,8.8
2020,6,16,15:00,UTC,,1019.7,,58,,,17.7,9.3,50000,333,10.1,9
2020,6,16,15:10,UTC,,1019.7,,61,,,17.8,10.2,50000,329,10.3,8.9
2020,6,16,15:20,UTC,,1019.7,,60,,,17.9,10,45740,329,10,8.8
2020,6,16,15:30,UTC,,1019.7,,61,,,17.7,10.2,50000,327,9.6,8.7
2020,6,16,15:40,UTC,,1019.7,,64,,,17.8,10.8,50000,329,9.4,8.2
2020,6,16,15:50,UTC,,1019.6,,59,,,18.2,10,44630,334,9.4,8.3
2020,6,16,16:00,UTC,,1019.4,,57,,,18.1,9.4,48440,334,9.7,8.4
2020,6,16,16:10,UTC,,1019.6,,62,,,18.2,10.7,46930,335,8.9,7.6
2020,6,16,16:20,UTC,,1019.4,,63,,,18.2,10.9,45970,342,8.9,7.7
2020,6,16,16:30,UTC,,1019.5,,60,,,18.4,10.4,44400,341,9.1,7.8
2020,6,16,16:40,UTC,,1019.5,,58,,,18.3,9.8,50000,341,8.7,7.8
2020,6,16,16:50,UTC,,1019.4,,59,,,18.3,10.2,47110,340,8.8,7.8
2020,6,16,17:00,UTC,,1019.4,,60,,,18.1,10.3,47160,341,9.1,8
2020,6,16,17:10,UTC,,1019.5,,61,,,18.2,10.6,44070,345,8.7,7.4
2020,6,16,17:20,UTC,,1019.5,,60,,,18.3,10.4,45310,344,8.3,7
2020,6,16,17:30,UTC,,1019.5,,60,,,18.3,10.3,50000,347,8.2,7.3
2020,6,16,17:40,UTC,,1019.5,,61,,,18.2,10.6,49790,344,8,7.1
2020,6,16,17:50,UTC,,1019.4,,60,,,18.2,10.3,50000,345,8.3,7.3
2020,6,16,18:00,UTC,,1019.5,,64,,,18.2,11.3,50000,346,7.9,6.8
2020,6,16,18:10,UTC,,1019.5,,63,,,18.2,11,50000,348,8.2,7
2020,6,16,18:20,UTC,,1019.4,,64,,,18.2,11.3,50000,350,8.2,7.2
2020,6,16,18:30,UTC,,1019.4,,62,,,17.9,10.6,46220,350,8,7.1
2020,6,16,18:40,UTC,,1019.4,,65,,,17.9,11.2,43450,351,7.6,6.8
2020,6,16,18:50,UTC,,1019.4,,68,,,17.8,11.8,50000,354,7.2,6.4
2020,6,16,19:00,UTC,,1019.4,,70,,,17.8,12.2,46630,355,6.8,5.8
2020,6,16,19:10,UTC,,1019.5,,57,,,18.6,9.9,50000,9,6.3,5
2020,6,16,19:20,UTC,,1019.5,,60,,,18.5,10.5,48560,14,5.9,5
2020,6,16,19:30,UTC,,1019.5,,60,,,18.3,10.3,50000,13,5.7,5
2020,6,16,19:40,UTC,,1019.5,,56,,,18.1,9.1,50000,13,5.4,4.7
2020,6,16,19:50,UTC,,1019.6,,57,,,17.9,9.3,44110,12,5,4.4
2020,6,16,20:00,UTC,,1019.5,,54,,,17.9,8.5,50000,17,4.9,4.2
2020,6,16,20:10,UTC,,1019.5,,53,,,17.8,7.9,42700,26,4.4,3.3
2020,6,16,20:20,UTC,,1019.6,,54,,,17.6,8,49470,27,4.2,3.3
2020,6,16,20:30,UTC,,1019.6,,52,,,17.5,7.6,50000,26,4.6,3.5
2020,6,16,20:40,UTC,,1019.6,,51,,,16.8,6.6,49810,37,4.3,3
2020,6,16,20:50,UTC,,1019.6,,51,,,16.5,6.3,50000,45,5,3.5
2020,6,16,21:00,UTC,,1019.6,,50,,,16.4,5.9,50000,49,5.8,4.5
2020,6,16,21:10,UTC,,1019.6,,50,,,16.3,5.8,50000,51,6.3,4.5
2020,6,16,21:20,UTC,,1019.6,,49,,,16.2,5.5,50000,51,6.3,4.4
2020,6,16,21:30,UTC,,1019.6,,49,,,16,5.2,50000,59,5.7,3.9
2020,6,16,21:40,UTC,,1019.7,,49,,,15.8,5.1,50000,66,5.5,4.1
2020,6,16,21:50,UTC,,1019.7,,49,,,15.7,5,50000,61,6,4.1
2020,6,16,22:00,UTC,,1019.8,,50,,,15.5,5,49370,60,5.3,3.7
2020,6,16,22:10,UTC,,1019.8,,49,,,15.6,4.9,50000,62,5.6,4
2020,6,16,22:20,UTC,,1019.9,,51,,,15.2,5.1,48600,70,5.6,3.9
2020,6,16,22:30,UTC,,1019.9,,52,,,15.2,5.4,50000,75,5.3,3.8
2020,6,16,22:40,UTC,,1019.9,,52,,,15,5.2,50000,73,5.5,4
2020,6,16,22:50,UTC,,1019.9,,52,,,15,5.1,50000,69,5.4,3.9
2020,6,16,23:00,UTC,,1019.9,,51,,,15.1,4.9,50000,68,5.3,3.6
2020,6,16,23:10,UTC,,1019.9,,51,,,14.7,4.6,50000,66,5.1,3.5
2020,6,16,23:20,UTC,,1019.9,,52,,,14.8,4.9,50000,67,4.8,3.4
2020,6,16,23:30,UTC,,1019.9,,53,,,14.4,5.1,50000,71,5.6,3.5
2020,6,16,23:40,UTC,,1019.8,,53,,,14.3,4.8,50000,65,5.3,3.4
2020,6,16,23:50,UTC,,1019.7,,52,,,14.3,4.5,50000,63,5.2,3.8
2020,6,17,00:00,UTC,,1019.7,,51,,,14.3,4.4,50000,64,5.3,3.9
2020,6,17,00:10,UTC,,1019.7,,51,,,14.3,4.4,50000,65,5.7,3.7
2020,6,17,00:20,UTC,,1019.6,,53,,,14.1,4.6,50000,66,4.6,3.4
2020,6,17,00:30,UTC,,1019.5,,53,,,14.1,4.6,50000,67,5.6,3.5
2020,6,17,00:40,UTC,,1019.5,,56,,,13.9,5.2,50000,72,5.8,3.6
2020,6,17,00:50,UTC,,1019.4,,53,,,14.1,4.7,50000,79,6.5,4.4
2020,6,17,01:00,UTC,,1019.4,,55,,,13.8,4.8,50000,73,6.6,5
2020,6,17,01:10,UTC,,1019.4,,55,,,13.8,4.8,50000,72,6.8,5.1
2020,6,17,01:20,UTC,,1019.4,,56,,,13.7,5.1,50000,74,6.7,4.8
2020,6,17,01:30,UTC,,1019.3,,56,,,13.7,5,50000,74,7.3,4.8
2020,6,17,01:40,UTC,,1019.4,,57,,,13.8,5.4,50000,75,6.4,4.5
2020,6,17,01:50,UTC,,1019.3,,58,,,14.1,5.9,50000,82,5.2,3.4
2020,6,17,02:00,UTC,,1019.3,,59,,,14.3,6.4,49540,97,6.6,4.2
2020,6,17,02:10,UTC,,1019.3,,60,,,14.8,7,46630,93,5.6,4
2020,6,17,02:20,UTC,,1019.4,,60,,,14.8,7.1,50000,98,5.1,3.4
2020,6,17,02:30,UTC,,1019.4,,62,,,14.8,7.5,47900,105,4.8,3.1
2020,6,17,02:40,UTC,,1019.4,,62,,,14.6,7.5,41650,116,5.7,3.2
2020,6,17,02:50,UTC,,1019.5,,64,,,14.8,7.9,47470,126,5.9,3.7
2020,6,17,03:00,UTC,,1019.6,,64,,,15.3,8.5,43730,125,5.3,3.4
2020,6,17,03:10,UTC,,1019.6,,64,,,15.3,8.6,45460,123,5.8,4
2020,6,17,03:20,UTC,,1019.7,,64,,,15.3,8.6,44850,123,6.1,4
2020,6,17,03:30,UTC,,1019.7,,65,,,15.4,8.7,50000,126,5.3,3.5
2020,6,17,03:40,UTC,,1019.8,,65,,,15.2,8.6,45950,127,4.6,3
2020,6,17,03:50,UTC,,1019.8,,64,,,15.4,8.7,44780,121,4.6,2.8
2020,6,17,04:00,UTC,,1019.8,,66,,,15.5,9.1,35640,128,4.5,3
2020,6,17,04:10,UTC,,1019.7,,65,,,15.7,9.1,37740,138,4.9,2.8
2020,6,17,04:20,UTC,,1019.7,,66,,,16,9.8,44120,143,4.3,2.4
2020,6,17,04:30,UTC,,1019.7,,67,,,16.1,10,28320,137,4.2,2.3
2020,6,17,04:40,UTC,,1019.6,,68,,,16.1,10.3,41940,147,4.5,3.4
2020,6,17,04:50,UTC,,1019.6,,67,,,16.3,10.3,43680,145,4.4,3
2020,6,17,05:00,UTC,,1019.6,,68,,,16.6,10.8,50000,151,5.1,3.4
2020,6,17,05:10,UTC,,1019.6,,68,,,16.7,10.7,42260,158,4.5,3.3
2020,6,17,05:20,UTC,,1019.5,,68,,,17.3,11.3,44290,162,4.8,3.7
2020,6,17,05:30,UTC,,1019.5,,68,,,17.3,11.3,43840,161,5,4
2020,6,17,05:40,UTC,,1019.5,,66,,,17.6,11.2,41570,163,4.8,3.8
2020,6,17,05:50,UTC,,1019.5,,67,,,18,11.7,44330,164,4.3,3.2
2020,6,17,06:00,UTC,,1019.5,,66,,,18.2,11.7,39850,169,3.8,3
2020,6,17,06:10,UTC,,1019.5,,65,,,18.5,11.8,39490,169,3.7,2.9
2020,6,17,06:20,UTC,,1019.4,,61,,,18.7,11.1,29170,157,3.9,2.7
2020,6,17,06:30,UTC,,1019.4,,63,,,19.1,11.9,41440,163,3.9,3
2020,6,17,06:40,UTC,,1019.4,,61,,,19.3,11.6,42220,166,4.1,3
2020,6,17,06:50,UTC,,1019.4,,62,,,18.8,11.2,39870,180,3,2.2
2020,6,17,07:00,UTC,,1019.4,,60,,,19.2,11.3,39890,182,3.5,2.3
2020,6,17,07:10,UTC,,1019.4,,61,,,19,11.2,41760,185,3.2,2.5
2020,6,17,07:20,UTC,,1019.4,,61,,,19.1,11.5,35950,191,3.2,2.2
2020,6,17,07:30,UTC,,1019.3,,58,,,19.5,11.1,33880,180,3.1,2.4
2020,6,17,07:40,UTC,,1019.3,,58,,,20,11.5,34100,183,3.3,2.4
2020,6,17,07:50,UTC,,1019.2,,56,,,19.8,10.8,46660,189,3.2,2.4
2020,6,17,08:00,UTC,,1019.1,,57,,,20,11.3,38710,186,3.1,2.5
2020,6,17,08:10,UTC,,1019.1,,56,,,20.3,11.1,41830,194,2.9,2.1
2020,6,17,08:20,UTC,,1019.2,,60,,,19.9,11.9,44200,222,2.6,1.7
2020,6,17,08:30,UTC,,1019.1,,62,,,19.5,12.1,39290,297,2.2,1.4
2020,6,17,08:40,UTC,,1019.2,,60,,,20.5,12.4,35710,286,1.6,0.9
2020,6,17,08:50,UTC,,1019.1,,64,,,19.3,12.4,38190,,3.8,
2020,6,17,09:00,UTC,,1019,,64,,,19.7,12.6,39230,335,3.5,2.6
2020,6,17,09:10,UTC,,1018.9,,72,,,19.2,14,43270,346,3.8,3.3
2020,6,17,09:20,UTC,,1018.9,,74,,,19.4,14.7,40140,327,3.7,2.9
2020,6,17,09:30,UTC,,1018.9,,69,,,19.8,14,32200,323,3.5,2.7
2020,6,17,09:40,UTC,,1018.8,,65,,,20.2,13.3,41700,314,3.8,2.9
2020,6,17,09:50,UTC,,1018.7,,62,,,20.2,12.7,38300,323,5.2,3.6
2020,6,17,10:00,UTC,,1018.8,,68,,,20.2,14.1,40010,334,3.5,2.2
2020,6,17,10:10,UTC,,1018.7,,54,,,20.8,11.2,43970,329,3.6,2.4
2020,6,17,10:20,UTC,,1018.6,,51,,,21.1,10.6,43430,330,2.5,1.8
2020,6,17,10:30,UTC,,1018.5,,64,,,20.7,13.7,43440,324,3.3,2.7
2020,6,17,10:40,UTC,,1018.5,,62,,,20.8,13.2,46640,316,3.3,2.3
2020,6,17,10:50,UTC,,1018.5,,62,,,20.8,13.2,38130,323,2.9,2.2
2020,6,17,11:00,UTC,,1018.5,,63,,,20.9,13.5,40400,320,2.8,2.3
2020,6,17,11:10,UTC,,1018.4,,61,,,20.9,13.2,40010,344,3,2.5
2020,6,17,11:20,UTC,,1018.3,,60,,,21.1,13,36720,328,3,2.5
2020,6,17,11:30,UTC,,1018.2,,58,,,21.6,12.8,46710,322,2.7,1.7
2020,6,17,11:40,UTC,,1018.2,,67,,,20.9,14.5,40560,337,3.3,2.9
2020,6,17,11:50,UTC,,1018.1,,64,,,21.1,14.2,40270,320,3.7,3.1
2020,6,17,12:00,UTC,,1018,,57,,,21.5,12.6,39160,313,3.7,2.4
2020,6,17,12:10,UTC,,1018,,50,,,21.8,11,38050,325,2.9,1.9
2020,6,17,12:20,UTC,,1017.9,,60,,,21.2,13.1,41280,,3.5,
2020,6,17,12:30,UTC,,1017.8,,59,,,21.7,13.4,48070,326,2.6,1.6
2020,6,17,12:40,UTC,,1017.8,,58,,,21.8,13.1,43790,323,3.5,2.4
2020,6,17,12:50,UTC,,1017.8,,59,,,21.6,13.3,34100,328,2.9,1.8
2020,6,17,13:00,UTC,,1017.7,,68,,,21.3,15,37630,323,3.4,2.4
2020,6,17,13:10,UTC,,1017.7,,66,,,21.4,14.7,44370,312,3.7,2.7
